Topic,Words,Frequency,Timestamp
46,"proyek, laksana proyek, pim, manajemen proyek, resiko",19,2016.692
47,"customer service, transportasi, turis, bus, mobilitas",9,2016.692
48,"diet, berat badan, asupan, kalori, berat",16,2016.692
49,"sensor node, sleep mode, sensor network, wireless sensor, wsn",11,2016.692
50,"scm, kemudi, saing usaha, marketing, kuesioner online",5,2016.692
51,"buku digital, knowledge, pustaka, creation, koleksi",5,2016.692
52,"bencana, recovery, plan, getar, tsunami",8,2016.692
53,"nada, musik, subkriteria, lagu, instrumen",11,2016.692
54,"docker, kontainer, hosting, host, memori",5,2016.692
55,"stres, pra, jiwa, pribadi, solusi tangan",4,2016.692
56,"sepeda motor, sepeda, rusa, motor, mekanik",3,2016.692
57,"ayam, kandang, telur, pakan, butuh nutrisi",8,2016.692
58,"balita, status gizi, salin, gizi, hamil",8,2016.692
59,"film, review, information gain, tonton, gain",4,2016.692
60,"berita, koran, portal berita, berita online, jeda",9,2016.692
61,"sampah, angkut, proximity, tutup, buang sampah",5,2016.692
62,"emosi, attitude, klasifikasi teks, klasifikasi emosi, rules",7,2016.692
63,"mqtt, perangkat iot, iot, jwt, middleware",9,2016.692
64,"hipertensi, jantung, suhu tubuh, detak jantung, detak",8,2016.692
65,"curah hujan, curah, hujan, svr, parameter svr",12,2016.692
66,"energi listrik, listrik, alat elektronik, energi, energy",5,2016.692
67,"pesan teks, messaging, pesan, sms, kirim pesan",16,2016.692
68,"darah, ginjal, gagal ginjal, pmi, information stok",7,2016.692
69,"cafe, kopi, minum, pilih menu, biaya produksi",3,2016.692
70,"stemming, retrieval, dokumen relevan, ekstraksi information, query",13,2016.692
71,"umat, gereja, pangkal, ibadah, kelola inventaris",3,2016.692
72,"voting, algoritma cryptography, agen, mungut, count",3,2016.692
73,"nilai layak, kredit, laku usaha, pinjam, kud",6,2016.692
74,"fashion, kelompok langgan, diskon, day, sesuai jenis",3,2016.692
75,"duplikasi, spare, rasio, spare part, lapor uang",4,2016.692
76,"proxy, server apache, least connection, load balancing, server web",8,2016.692
77,"controller, sdn, failover, plane, dijkstra",9,2016.692
78,"diabetes, buluh, derita diabetes, algoritme kmeans, buluh darah",7,2016.692
79,"gigi, mulut, klasifikasi sakit, algoritme genetika, pakar sakit",5,2016.692
80,"spray, wait, dtn, prophet, delay",11,2016.692
81,"kanker, protein, agen, paru, derita",4,2016.692
82,"tuna, isyarat, sandang, kaum, prototype application",7,2016.692
83,"bird, reinforcement learning, reinforcement, reasoning, nalar",2,2016.692
85,"pintu, home industry, limit, switch, jarak meter",11,2016.692
86,"pintu, information desa, akses application, pesat butuh, desa",2,2016.692
87,"hewan pelihara, jemput, anjing, pelihara, hewan",4,2016.692
88,"mtsp, muat, salesman problem, travelling salesman, salesman",8,2016.692
89,"rumah makan, komposisi, kemas, jepang, komposisi makan",2,2016.692
90,"spbu, positioning, lbs, sembako, service lokasi",6,2016.692
91,"gera kepala, sumbu, kontroler, kursi, kepala",2,2016.692
92,"volume, produk makan, jualbeli, interpolasi, masakan",2,2016.692
93,"parkir, slot, parkir kendara, gedung, kendara",7,2016.692
94,"lokasi rumah, beli rumah, calon beli, huni, properti",3,2016.692
95,"event, information event, jogja, event organizer, seni",1,2016.692
96,"obat, apotek, medical, pasok, dokter",5,2016.692
97,"outlet, sum, buka cabang, tentu lokasi, strategis",2,2016.692
98,"steganografi, sisip, rahasia, audio, mp3",9,2016.692
99,"tumbuh kembang, kembang anak, tumbuh, disorder, simpang",12,2016.692
100,"inflasi, kurs, tukar rupiah, rupiah, tukar",9,2016.692
101,"koperasi, hrd, kerja pegawai, butuh kriteria, pasir",2,2016.692
102,"matematika, braille, tombol, tunanetra, ajar matematika",2,2016.692
103,"bengkel, sewa, kendara pribadi, tunas, milik kendara",3,2016.692
104,"kucing, pelihara, sakit kulit, modified knearest, modified",6,2016.692
105,"business, business process, subsistem, architecture, ftp",13,2016.692
-1,"senyawa, batu bara, bara, roti, reader",389,2017.615
0,"alumni, ranah, model ajar, flora fauna, flora",76,2017.615
1,"state, state machine, finite state, finite, fsm",55,2017.615
2,"tani, tanam, tanah, jamur, jeruk",68,2017.615
3,"wisata, wisatawan, banjar, hotel, kunjung",33,2017.615
4,"mobile web, usability, tingkat usability, interaction, mobile banking",21,2017.615
5,"twitter, tweet, media sosial, features, sosial",29,2017.615
6,"bahan baku, baku, rencana anggar, teh, anggar",22,2017.615
7,"smart city, city, mail, rukun, rencana bangun",19,2017.615
8,"unit usaha, nilai kerja, jabat, kelola uang, rekrut",8,2017.615
9,"aju proposal, application ingat, smartphone, selular, upacara",27,2017.615
10,"tembak, atlet, olahraga, lomba, futsal",11,2017.615
11,"fasilitas sehat, antri, rekam medis, pasien, ehealth",20,2017.615
12,"rambu, kendara, lintas, celaka, kendara motor",22,2017.615
13,"diagram kelas, sintaks, package, alat bantu, kembang perangkat",11,2017.615
14,"demam, diagnosis, diagnosis sakit, tular, seksual",26,2017.615
15,"kacamata, reality, marker, augmented, augmented reality",17,2017.615
16,"iris, wajah, sift, sidik, tanda tangan",14,2017.615
17,"buta warna, situs web, buta, ecommerce, situs",13,2017.615
18,"type, nlp, kalimat bahasa, kalimat, pemrosesan bahasa",6,2017.615
19,"eye, kenal objek, image, movement, rcnn",13,2017.615
20,"halal, huruf, agama, fourier transform, model akustik",15,2017.615
21,"ikan, tambak, koki, kualitas air, pancing",19,2017.615
22,"jaket, luar kota, produk tawar, mudah jual, beli bayar",1,2017.615
24,"rujuk, swarm optimization, particle swarm, particle, swarm",2,2017.615
25,"trans, kerja dosen, bisnis information, information kerja, mesan tiket",6,2017.615
26,"saham, investasi, emas, harga emas, investor",7,2017.615
27,"routing, adhoc, protokol routing, protokol, packet",19,2017.615
28,"persentase akurasi, polynomial, svm, behavior, sigmoid",2,2017.615
29,"zakat, miskin, bangun desa, rapat, prioritas",8,2017.615
30,"piutang, kost, uang, evaluasi tahap, nominal",8,2017.615
31,"fuzzy time, butuh bahan, hipertensi, time series, produk makan",6,2017.615
32,"lan, jitter, hotspot, auth, login",9,2017.615
33,"jepang, ajar bahasa, banjar, bahasa daerah, bahasa asing",14,2017.615
34,"kambing, sapi, ternak, kelinci, hewan ternak",25,2017.615
35,"buta, modified, huruf, means, graf",6,2017.615
36,"robot, rtos, lengan, servo, gera",24,2017.615
37,"moving, relasi, dfs, library, growing",5,2017.615
38,"smart home, home, voice, smart, smarthome",15,2017.615
39,"resep, query expansion, expansion, pidana, cerita rakyat",8,2017.615
40,"bakar, gas, api, mq, kualitas udara",29,2017.615
41,"jadwal, algoritme genetika, jadwal giat, bentrok, uji semester",9,2017.615
42,"encryption decryption, decryption, encryption, file, mekanisme aman",13,2017.615
43,"air, air bersih, sungai, rata mape, elm",15,2017.615
44,"budaya pariwisata, senjata, budaya, jawa barat, tari",3,2017.615
45,"kenal suara, gpu, paralel, tuning, frekuensi",2,2017.615
46,"proyek, manajemen proyek, kerja proyek, risiko, metriks",9,2017.615
47,"tumpang, bus, antar, terminal, moda",10,2017.615
48,"komposisi makan, obesitas, lemak, makan sehat, menu makan",6,2017.615
49,"wsn, wireless sensor, sensor network, wireless, module komunikasi",17,2017.615
50,"intelegensi, fpgrowth, kain, pola beli, algoritma fpgrowth",5,2017.615
51,"pustaka, taut, digital library, pinjam kembali, akakom",6,2017.615
52,"bencana, rapi, tingkat risiko, tanggulang, logistik",5,2017.615
53,"instrument, lirik, music, grid, lagu",4,2017.615
54,"docker, container, komputasi awan, awan, otentikasi",9,2017.615
55,"jiwa, kfold, takut, klasifikasi sakit, depresi",6,2017.615
56,"racing, sparepart, motor, sepeda motor, spare part",5,2017.615
57,"telur, telur ayam, ayam, daging, kandang",11,2017.615
58,"status gizi, bayi, hamil, berat badan, gizi",5,2017.615
59,"film, ulas, sentimen opini, seleksi fitur, review",9,2017.615
60,"running, pidana, berita, situs berita, information promosi",6,2017.615
61,"sampah, jemput, gas, nasabah, tabung",3,2017.615
62,"kenal emosi, emosi, ekspresi, mikro, lbp",3,2017.615
63,"middleware, iot, broker, mqtt, protokol mqtt",18,2017.615
64,"denyut, denyut jantung, jantung, sakit jantung, bpm",7,2017.615
65,"hujan, curah hujan, curah, banjir, jemur",9,2017.615
66,"listrik, daya listrik, energi listrik, panel, energi",10,2017.615
67,"sms, sms gateway, gsm, iur, service sms",5,2017.615
68,"ginjal, darah, pmi, gagal ginjal, reaktif",16,2017.615
69,"suplai, kopi, kafe, suhu kelembaban, biji",2,2017.615
70,"relevance, dokumen relevan, query expansion, query, expansion",8,2017.615
71,"gereja, santa, umat, media buku, ada barang",3,2017.615
72,"milu, mungut, kepala desa, algoritme grain, grain",6,2017.615
73,"kredit, quantization lvq, bank, topsis, putus beri",4,2017.615
75,"distribusi barang, purwokerto, lapor transaksi, munculah, bangun bahasa",1,2017.615
76,"web server, load balancing, balancing, kontainer, connection",9,2017.615
77,"openflow, switch, plane, sdn, algoritme",16,2017.615
78,"diabetes, derita diabetes, pasien derita, ahli gizi, kalori",4,2017.615
79,"gigi, mulut, mknn, poliklinik, catat rekam",4,2017.615
80,"tcp, early, antri, buffer, antre",7,2017.615
81,"kanker, gen, sel, belah, protein",6,2017.615
82,"tuna, medical, people, kaum, hospital",2,2017.615
83,"sintesis, deep learning, generator, deep, uniform",1,2017.615
84,"microservice, daya komputasi, teknologi bangun, implementasi arsitektur, restful api",2,2017.615
85,"aman rumah, pintu, alarm, milik rumah, rumah",9,2017.615
86,"expert, disease, children, puskesmas, bidang layan",2,2017.615
87,"anjing, hewan, hewan pelihara, pelihara, rekam medis",8,2017.615
88,"kirim barang, rute, populasi ukur, mtsp, pilih jalur",3,2017.615
89,"restoran, rumah makan, menu, item, studio bahasa",3,2017.615
90,"location services, blitar, kabupaten blitar, dekat application, location",2,2017.615
91,"kursi, gera kepala, roda, kondisi jalan, cepat motor",8,2017.615
92,"fitur warna, fitur tekstur, jenis makan, hsv, tekstur",6,2017.615
93,"parkir, reservasi, lantai, tentu lokasi, fit",4,2017.615
94,"rumah layak, layak huni, huni, layak, bangun rumah",3,2017.615
95,"event organizer, event, organizer, acara, gamification",3,2017.615
96,"apotek, arima, obat, pangkal, autoregressive",2,2017.615
97,"tingkat service, bahan bangun, mojokerto, stok, kadaluarsa",3,2017.615
98,"rahasia, steganografi, watermarking, notasi, pesan",6,2017.615
99,"kembang anak, lvq, disorder, shafer, mknn",5,2017.615
100,"inflasi, rerata, bahan bakar, bank indonesia, indeks",5,2017.615
102,"matematika, ujicoba, game edukasi, application main, langkah langkah",5,2017.615
103,"siswa siswi, siswi, tua siswa, kembang siswa, memonitoring",1,2017.615
104,"kucing, klasifikasi kategori, pelihara, gejala sakit, terap strategi",2,2017.615
-1,"saas, bug, adu, laundry, negeri malang",401,2018.538
0,"pemrograman dasar, prestasi, akademik, smk, ekstrakurikuler",108,2018.538
1,"bird, state, finite state, finite, state machine",36,2018.538
2,"pangan, cabai, tani, panen, kacang",59,2018.538
3,"wisata, wisatawan, pariwisata, objek wisata, destinasi",59,2018.538
4,"web apps, com, apps, kompas com, progressive web",21,2018.538
5,"twitter, tweet, media sosial, opini, sosial",29,2018.538
6,"raw, kaos, production, brand, market",9,2018.538
7,"kec, surat, trenggalek, tata kelola, bintang",23,2018.538
8,"official, karyawan, pangkat, pegawai, kerja karyawan",14,2018.538
9,"ponsel pintar, smartphone, lampung, handphone, kotlin",19,2018.538
10,"olahraga, lari, sepak bola, sepak, gym",17,2018.538
11,"medis, rekam medis, pasien, medis pasien, rumah sakit",14,2018.538
12,"jalan kota, ruas jalan, kendara, deteksi kendara, ruas",12,2018.538
13,"kakas bantu, chunk, kakas, maintainability, mang penting",30,2018.538
14,"cerna, chaining, diare, algoritma naive, forward chaining",10,2018.538
15,"musik tradisional, gesture, museum, alat musik, zoom",11,2018.538
16,"mask, wajah, gender, ekstraksi ciri, style",11,2018.538
17,"lead, iklan, lelang, agen, marketing",14,2018.538
18,"anotasi, kalimat, ringkas, faktual, berita bahasa",11,2018.538
19,"fotografi, eye, movement, pixel, kualitas citra",13,2018.538
20,"akta, ayat, masjid, adil, perkara",12,2018.538
21,"ikan, air, sarang, tambak, pakan",17,2018.538
22,"kelola mesan, collection, information kelola, baju, implementasi terap",1,2018.538
24,"missing, tetangga dekat, algorithms, bidang computer, ekg",7,2018.538
25,"balanced, tunas, uajy, ukur performa, teknologi information",17,2018.538
26,"emas, saham, harga emas, prediksi harga, harga saham",6,2018.538
27,"end, node, routing, ukur paket, packet",11,2018.538
28,"insiden, nist, extreme learning, jahat, learning machine",8,2018.538
29,"bpjs, terima bantu, lurah, calon terima, tentu calon",3,2018.538
30,"kas, rasio, cash, midtrans, bayar",11,2018.538
31,"stok barang, linier ganda, mamdani, regresi linier, inference",7,2018.538
32,"hotspot, streaming, wireless mesh, teknologi wireless, social media",5,2018.538
33,"aksara, aksara jawa, inggris, bahasa inggris, jepang",10,2018.538
34,"kelinci, ternak, sapi, kawin, model regresi",6,2018.538
35,"graf, som, graph, partisi, cluster",9,2018.538
36,"robot, obstacle, gestur tangan, mapping, lantai",10,2018.538
37,"query, objek gerak, spatiotemporal, temporal, kalender",7,2018.538
38,"lampu, saklar, nyala, nyala lampu, kendali lampu",9,2018.538
39,"notaris, pahlawan, kulit wajah, akta, aksara",6,2018.538
40,"asap, gas, bakar, mq, membership",8,2018.538
41,"sidang, algoritme genetika, ajar dosen, mutation, genetika algoritme",6,2018.538
42,"size, block, decryption, key, ciphertext",4,2018.538
43,"air, water, banjir, zat, boros",5,2018.538
44,"tari, klaten, tenun, budaya, senjata",7,2018.538
45,"spontan, ucap, kenal ucap, akurasi kenal, model akustik",3,2018.538
46,"usul, sisip, proyek, manajer, anggota tim",4,2018.538
47,"mobil, transportasi, sewa mobil, ban, jasa sewa",5,2018.538
48,"kalori, berat badan, diet, ukur berat, badan badan",5,2018.538
49,"gateway, wsn, ukur paket, konsumsi energi, wireless",5,2018.538
50,"bayesian, mse, atur bentuk, transaksi jual, laku bisnis",4,2018.538
51,"pustaka, pinjam buku, buku, pinjam, negeri malang",10,2018.538
52,"bencana alam, bencana, lokasi fasilitas, tsunami, gunung",5,2018.538
53,"lagu, lirik, musik, balok, word2vec",6,2018.538
54,"ruang simpan, apache spark, alokasi sumber, spark, storage",2,2018.538
55,"depresiasi, disorder, depresi, cemas, sehat mental",8,2018.538
56,"sepeda motor, honda, sepeda, motor, dealer",7,2018.538
57,"ayam, telur, suhu lembap, kandang, terna",7,2018.538
58,"baby, status gizi, balita, gizi, spa",8,2018.538
59,"film, bigram, produk cantik, trigram, ulas",14,2018.538
60,"berita, multilabel, klasifikasi multilabel, isi berita, text mining",7,2018.538
61,"sampah, cair, thingspeak, organik, pupuk",3,2018.538
62,"emosi, kombinasi fitur, ngram, linguistik, ekspresi",4,2018.538
63,"middleware, iot, mac, message, interoperability",10,2018.538
64,"sakit jantung, jantung koroner, koroner, som, jantung",3,2018.538
65,"gelombang, tinggi air, banjir, suhu kelembaban, angin",3,2018.538
66,"kipas, alat elektronik, year, messenger, simulation",3,2018.538
69,"kafe, biji, kopi, tunjuk arah, sensitivitas",3,2018.538
70,"ekstraksi information, bm25, frasa, ayat, domain",6,2018.538
71,"jemaat, gereja, agenda, ibadah, pasu keluar",4,2018.538
72,"voting, mungut, blockchain, legislatif, adil",7,2018.538
73,"bagging, kredit, smote, ketidakseimbangan, macet",4,2018.538
75,"log, kelola pegawai, information pegawai, tentu sedia, maturity level",5,2018.538
76,"load balancing, balancing, session, load, request",7,2018.538
77,"flood, ips, flow, table, removal",2,2018.538
78,"diabetes, algoritma bayes, klinik, rcnn, pasien",4,2018.538
79,"gigi, klinik, dokter, rekam medis, medis pasien",5,2018.538
80,"buffer, flood, routing, throughput packet, dtn",4,2018.538
81,"kanker, sel, recall accuracy, belah, fold",2,2018.538
82,"hog, alternative, objek citra, isyarat, communication",2,2018.538
83,"alokasi sumber, tensorflow, training, memori, alokasi",3,2018.538
84,"krs, container, online milik, microservice, kartu",1,2018.538
85,"pintu, infrared, gerbang, sensor infrared, door",3,2018.538
86,"arsip, kidul, cepat information, desa, masyarakat desa",4,2018.538
87,"salon, hewan, klinik, paradigma, information mesan",2,2018.538
88,"wahyu, kurang stok, rute optimal, distribusi, lebih kurang",3,2018.538
89,"restoran, identity, mesan makan, brand, rumah makan",7,2018.538
90,"chatting, handphone, beacon, gps, rute dekat",4,2018.538
91,"benang, disabilitas, sandang disabilitas, sandang, garis",4,2018.538
92,"fitur warna, color, fitur tekstur, tekstur, ekstraksi fitur",17,2018.538
93,"parkir, tag, reader, portal, jalan otomatis",2,2018.538
94,"gedung, bangun rumah, preference similarity, huni, order preference",4,2018.538
95,"organizer, event, event organizer, acara, wedding",6,2018.538
96,"apotek, obat, obat obat, cari cari, colony optimization",6,2018.538
97,"promo, barang toko, kosmetik, kadaluarsa, serba",2,2018.538
98,"significant, least, sembunyi, bit, kerja akurasi",2,2018.538
100,"day, bunga, suku, machine elm, elm",1,2018.538
102,"ajar matematika, matematika, prototipe, mudah ajar, high fidelity",1,2018.538
103,"sewa, sewa barang, jasa sewa, mobil, information sewa",4,2018.538
104,"kucing, sakit kulit, kulit, gejala sakit, smote",2,2018.538
-1,"computational, promo, burung, kosmetik, compatibility",369,2019.462
0,"wali, siswa, akakom, kurikulum, wali murid",76,2019.462
1,"gim, genre, policy, board, player",29,2019.462
2,"matang, buah, jeruk, ekspor, kelapa",33,2019.462
3,"wisata, wisatawan, pariwisata, objek wisata, kunjung",58,2019.462
4,"mobile banking, bukalapak, com, responsive, banking",22,2019.462
5,"media sosial, twitter, opini, komentar, topik",23,2019.462
6,"pad, sari, kreasi, bahan bangun, jujur",7,2019.462
7,"kelompok tani, malu, desa, information giat, surat",13,2019.462
8,"lamar, jabat, rekrutmen, hrd, lamar kerja",13,2019.462
9,"mvp, pola ancang, smartphone, model view, view",20,2019.462
10,"futsal, olahraga, gym, tanding, aktivitas fisik",15,2019.462
11,"rumah sakit, pasien, rekam medis, medis, darurat",19,2019.462
12,"rambu, celaka, macet, lintas, deteksi objek",24,2019.462
13,"model bisnis, brain, kakas bantu, startup, class",10,2019.462
14,"diare, kulit, dempster shafer, dempster, shafer",10,2019.462
15,"marker, lux, planet, marker deteksi, ground",16,2019.462
16,"kenal wajah, wajah, tanda tangan, deteksi wajah, presensi",11,2019.462
17,"bleu, tokopedia, ecommerce, jual kain, prediksi jual",13,2019.462
18,"bahasa indonesia, word embedding, levenshtein distance, sequential, kategorisasi",14,2019.462
19,"style, indra, kamera, estimation, object detection",12,2019.462
20,"ontologi, zakat, tajwid, application ingat, semi",8,2019.462
21,"ikan, laut, tangkap, karang, ekosistem",11,2019.462
22,"konveksi, kustomisasi, collection, butik, analisa butuh",2,2019.462
23,"village, covid, batik, konfirmasi, cluster cluster",3,2019.462
24,"resampling, bias, algoritma klasifikasi, ilmiah, ketidakseimbangan kelas",13,2019.462
25,"kewirausahaan, jahit, lowong, presensi pegawai, sektor industri",8,2019.462
26,"investasi, saham, investor, return, putus beli",5,2019.462
27,"routing, protokol routing, isis, protokol, kerja protokol",28,2019.462
28,"vulnerability, application laravel, dunia maya, kakas analisis, statis",3,2019.462
29,"tumbuh duduk, upah, duduk, laju, tumbuh",7,2019.462
30,"piutang, uang, kas, spp, information akuntansi",11,2019.462
31,"series prediksi, fuzzy time, time series, series, algoritma fuzzy",4,2019.462
32,"bandwidth, kirim file, arima, mbps, access point",7,2019.462
33,"rekognisi, ajar bahasa, korea, bahasa inggris, tingkat sekolah",5,2019.462
34,"daging, daging sapi, susu, sapi, kab",6,2019.462
35,"sift, clustering, centroid, klaster, nodes",8,2019.462
36,"robot, roda, pid, lengan, navigasi",12,2019.462
37,"region, extension, predikat, spatiotemporal, moving",8,2019.462
38,"kendali lampu, halang, lampu, perintah suara, halang jarak",3,2019.462
39,"ikan nila, tukang, lomba, putus beli, information giat",10,2019.462
40,"indoor, bakar, bakar hutan, quality, mq",8,2019.462
41,"jadwal kuliah, jadwal, praktikum, kuliah, bentrok",3,2019.462
42,"encryption, algoritme grain, grain, plaintext, cryptography",4,2019.462
43,"cemar, air, sungai, volume air, muka air",9,2019.462
44,"traditional, adat, food, indonesian, generation",3,2019.462
45,"model akustik, akustik, wer, audio, spectral",12,2019.462
46,"proyek, kerja proyek, manajemen proyek, manajer, sinergi",7,2019.462
47,"angkot, bus, ban, bandara, transportasi",10,2019.462
48,"balita, siklus, pengaruh tumbuh, susu, butuh gizi",1,2019.462
49,"lora, jarak meter, wsn, node, flooding",9,2019.462
50,"itemset, goods, sembako, square, least",6,2019.462
51,"kembali, buku, pustaka, pinjam, pinjam buku",4,2019.462
52,"bencana, gempa, bencana alam, syaraf tiru, network syaraf",3,2019.462
53,"musik, lagu, music, contentbased, emosi",5,2019.462
54,"ciphertext, storage, live, plaintext, cloud computing",6,2019.462
55,"stres, mental, sehat mental, depresi, psikologis",5,2019.462
56,"dealer, manhattan, low power, lbs, celaka",3,2019.462
57,"ayam, telur, telur ayam, daging, terna",7,2019.462
58,"imunisasi, hamil, kembang anak, compatibility jalan, issue",2,2019.462
59,"film, produk cantik, seleksi fitur, review, ulas",9,2019.462
60,"berita, berita online, portal berita, kabupaten bantul, portal",6,2019.462
61,"sampah, bank, plastik, buang sampah, botol",8,2019.462
62,"emosi, produk konsumen, konsumen, baik rata, masalah klasifikasi",1,2019.462
63,"auto, mqtt, scaling, broker, paralelisasi",3,2019.462
64,"jantung, klasifikasi knn, suhu tubuh, hipertensi, detak",3,2019.462
65,"hujan, cuaca, jemur, curah hujan, kondisi cuaca",4,2019.462
66,"jarak meter, meter, interval, ble, energi listrik",1,2019.462
67,"peti, kemas, wavelet, panti, haar",2,2019.462
68,"darah, ginjal, gagal ginjal, blood, gain",4,2019.462
69,"kopi, kedai, malang raya, takar, raya",5,2019.462
71,"gereja, jemaat, buat jadwal, nikah, komisi",5,2019.462
72,"partai, legislatif, mungut, kepala desa, milik perintah",4,2019.462
73,"kredit, kartu kredit, oversampling, synthetic, decision tree",4,2019.462
74,"kain tenun, kain, tenun, jual kain, promosi jual",5,2019.462
75,"anggar, koperasi, cobit, rencana anggar, absensi",4,2019.462
76,"trafik, web server, load balancing, docker, balancing",5,2019.462
77,"entry, serang ddos, ddos, reduksi, traffic",4,2019.462
78,"diabetes, buluh darah, buluh, strength, pohon putus",4,2019.462
79,"pengaruh latih, uji pengaruh, gigi, rata akurasi, mknn",1,2019.462
80,"buffer, fifo, routing, mesh, bps",2,2019.462
81,"sel darah, sembuh, diagnosis, uji latih, relatif murah",2,2019.462
82,"reading, isyarat, goals capai, kaum, indonesian",3,2019.462
83,"kubernetes, fault, training model, ajar mesin, autoscaling",4,2019.462
84,"microservice, arsitektur microservice, tracing, kubernetes, skalabilitas",8,2019.462
85,"meter meter, meter, security, fingerprint, halang jarak",3,2019.462
86,"posyandu, klinik, kader, industry, kenal suara",6,2019.462
87,"hewan pelihara, anjing, pet, hewan, pelihara",7,2019.462
88,"armada, mtsp, kirim barang, vehicle, problem",1,2019.462
89,"street, kasir, mengupdate, kuliner, catat jual",2,2019.462
90,"spbu, mini, bengkel, wilayah camat, mapbox",2,2019.462
91,"gestur tangan, gestur, gera kepala, disabilitas, pilih menu",8,2019.462
92,"jajan, tekstur, hsv, momen, fitur tekstur",4,2019.462
93,"parkir, slot, resmi, information lapor, information sedia",2,2019.462
94,"property, properti, calon beli, marketplace, bagai",1,2019.462
95,"wedding, nikah, organizer, acara, event",6,2019.462
96,"obat, farmasi, puskesmas, cluster, toraja",1,2019.462
97,"sedia barang, toko milik, rajin, jual toko, transaksi beli",3,2019.462
98,"sisip, visibilitas, dwt, blur, baja",1,2019.462
99,"tulis huruf, tumbuh kembang, gain, gesture, simpang",4,2019.462
100,"emas, harga emas, inflasi, fuzzy time, safe",2,2019.462
101,"astra, credit companies, astra credit, credit, companies",7,2019.462
103,"rental mobil, rental, mobil, bas, sedia jasa",1,2019.462
104,"kucing, knearest neighbour, neighbour, fuzzy knearest, uji sesuai",1,2019.462
-1,"postur, bawang, rapat, tidur, smartwatch",277,2020.385
0,"beasiswa, didik, dosen, aman information, sekolah",86,2020.385
1,"gim, game, generation, video game, procedural",34,2020.385
2,"padi, tani, tanam, panen, buah",37,2020.385
3,"wisata, pariwisata, wisatawan, objek wisata, paket wisata",30,2020.385
4,"application shopee, akakom yogyakarta, design sprint, progressive web, tokopedia",33,2020.385
5,"twitter, tweet, opini, sentimen, netral",25,2020.385
6,"sedia bahan, gaji, bahan baku, manajemen sedia, baku",8,2020.385
7,"surat, surat terang, kelola surat, suku cadang, duduk",17,2020.385
8,"absensi, mitra, bem, calon anggota, putus nilai",10,2020.385
9,"catat hadir, has, suhu tubuh, teman, anak anak",13,2020.385
10,"juara, tanding, gym, lapang, futsal",11,2020.385
11,"rekam medis, layan sehat, pasien, kader, puskesmas",15,2020.385
12,"rambu, celaka lintas, camat, lintas, fps",9,2020.385
13,"celah aman, proyek kembang, liquid, celah, kembang perangkat",9,2020.385
14,"infeksi, paru, sakit kulit, napas, duta",6,2020.385
15,"marker, reality, augmented reality, augmented, maya",13,2020.385
16,"resolusi, kenal wajah, iris, jamur, super",10,2020.385
17,"gradient boosting, laris, jual ikan, boosting, imbalanced",19,2020.385
18,"taksonomi, parser, bert, question answering, answering",12,2020.385
19,"warna, piksel, learning model, deteksi warna, anomali",9,2020.385
20,"masjid, akar, kotak, tata bahasa, islam",9,2020.385
21,"ikan, telusur, beri pakan, budidaya, kolam",10,2020.385
23,"covid, pandemi, virus, corona, pandemi covid",50,2020.385
24,"mebel, borobudur, ajar mesin, sgd, boosting",6,2020.385
25,"bisnis jual, baju, jual produk, catat transaksi, user atas",1,2020.385
26,"saham, knowledge graph, koefisien, prediksi gera, harga saham",7,2020.385
27,"nodes, fis, routing, luas area, normalized",5,2020.385
28,"denial service, denial, ddos, distributed, auditor",5,2020.385
29,"terima bantu, tunai, warga, bedah, lantai",4,2020.385
30,"spp, uang, kas, information akuntansi, financial",14,2020.385
31,"minggu, tsukamoto, november, fuzzy tsukamoto, fuzzy inference",3,2020.385
33,"dictionary, sunda, bahasa jawa, inggris bahasa, mapping",3,2020.385
34,"hewan ternak, sapi, kabupaten banyuwangi, error rata, banyuwangi",3,2020.385
35,"legislatif, murni, profil, auc, empiris",2,2020.385
36,"robot, meta, package, peta, tingkat mirip",3,2020.385
37,"objek gerak, silang, query, indeks, spasial",4,2020.385
38,"guna energi, iot, energi, matahari, smarthome",3,2020.385
39,"sedih, sakit kulit, lirik, suku dayak, dayak",2,2020.385
40,"gas, fire, sensor gas, madam, remote control",4,2020.385
41,"crossover, sesi, generated, optimalisasi, murid",3,2020.385
43,"air, sungai, bersih, air bersih, debit air",11,2020.385
44,"crowdsourcing, wayang, wayang kulit, waris budaya, youtube",3,2020.385
45,"bunyi, audio, parallel, tagging, model baseline",3,2020.385
46,"application manajemen, risiko, branch, cost, goals",6,2020.385
47,"helm, ban, cuci, kendara pribadi, firebase",2,2020.385
48,"kalori, gizi, makan, butuh gizi, diet",8,2020.385
49,"wsn, node sensor, trip time, average, hop",4,2020.385
50,"forecasting, bahan bangun, kedai, prediksi jual, pola jual",8,2020.385
51,"pinjam buku, pinjam, buku digital, buku, itn malang",3,2020.385
52,"gempa, gempa bumi, artificial neural, model dataset, asia",3,2020.385
53,"lagu, sedih, lirik, musik, alat musik",8,2020.385
54,"least connection, connection, konsumsi daya, host, least",7,2020.385
55,"depresi, sehat mental, pribadi, dominan, mental",4,2020.385
56,"sepeda motor, sepeda, motor, rusa, jual jual",3,2020.385
57,"ayam, telur, ekor, prediksi produksi, rumah makan",3,2020.385
58,"salin, saw simple, balita, posyandu, gizi",4,2020.385
59,"antarmuka website, ulas, nwknn, bm25, palsu",3,2020.385
