Topic,Count,Name,Representation,Representative_Docs
58,56,58_balita_status gizi_gizi_bayi,"['balita', 'status gizi', 'gizi', 'bayi', 'hamil', 'status', 'berat badan', 'salin', 'klasifikasi status', 'badan']","['balita golong milik tumbuh kembang fisik anak balita istilah anak usia batita anak prasekolah balita golden age emas hasil tumbuh balita tumbuh balita gambar tambah ukur anggota tubuh gambar sinambung asupan butuh gizi indikator tingkat sehat balita status gizi skala antropometri hitung antropometri status gizi balita dasar faktor internal jenis kelamin umur berat badan badan antropometri rasa fleksibel terpa faktor status gizi balita pengaruh faktor status sehat sakit didik tahu genetik dapat klasifikasi fuzzy k-nearest neighbor klasifikasi hitung status gizi balita klasifikasi pakai training ambil putus sesuai parameter tentu status gizi balita akurat akurasi hasil latih uji', 'ringkas barokah siti nurwakiah klasifikasi status gizi balita hitung antropometri algoritma elektro negeri malang bimbing triyanna widyaningtyas made wirawan keywords algoritma gizi balita antropometri direktorat jenderal sehat masyarakat menteri sehat republik indonesia indonesia milik gizi sesuai standar tetap wilayah milik gizi prevalensi balita tubuh pendek kurus pantau status gizi kemenkes status gizi balita indonesia usian milik tubuh gemuk kurus kurus indeks status gizi balita usia tubuh pendek pendek indeks status gizi balita usia gizi status gizi balita imbang parameter antropometri berat badan umur badan umur berat badan badan status gizi optimal tahap polindes batang laok dataset gizi balita preprocessing rubah menta kualitas transformation klasifikasi algoritma klasifikasi status gizi balita evaluasi algoritma hitung acuracy precision recall error rate confusion matrix bantu software rapidminer studio versi algoritma rata accuracy precision recall error rate algoritma klasifikasi gizi balita algoritma algoritma golong accuracy', 'sehat anak usia sempurna bentuk generasi emas masa gizi asupan pengaruh tumbuh kembang anak butuh gizi anak balita rentan ubah berat badan nilai status gizi balita periksa antropometri badan berat badan kala periksa catat manual kms kartu sehat akurat lengkap nilai status gizi berat badan umur balita guna algoritma minning klasifikasi status gizi balita jenis algoritma akurat klasifikasi status gizi balita komparasi jenis algoritma algoritma algoritma k-nearest neighbour knn tools rapidminer versi timbang faktor jenis kelamin usia ukur berat badan sesuai umur ukur badan ukur berat badan sesuai badan kategori status gizi gizi gizi gizi resiko gizi gizi kategori hasil cocok table tumbuh laku masyarakat mengevalusi kembang fisik anak kerja algoritma knn akurasi kerja algoritma akurasi minning status gizi anak klasifikasi decision tree algoritma algoritma k-nearest neighbor knn']"
59,53,59_film_ulas_review_produk cantik,"['film', 'ulas', 'review', 'produk cantik', 'rating', 'cantik', 'prediksi rating', 'seleksi fitur', 'tonton', 'bigram']","['typescript muhammad ali buchari -sentimen usaha pengaruh pandang individu masyarakat usaha pandang pengaruh tindak transaksi dagang saham sentimen usaha kandung berita faktor kait usaha faktor faktor internal faktor eksternal usaha sentimen kandung berita prediksi klasifikasi sentimen klasifikasi sentimen mudah individu masyarakat tentu tindak dagang saham klasifikasi sentimen selesai supervised learning bentuk model ajar supervised learning ekstraksi fitur representasi kalimat ekstraksi fitur fitur ngram word embedding kait akurasi bagus support vector machine convolutional neural network seleksi fitur kurang ukur model ruang vektor algoritma ajar mesin jalan cepat seleksi fitur hilang fitur relevan ekstraksi fitur bentuk model ajar latih kalimat kelas sentimen positif negatif netral eksperimen eksperimen fitur ngram fitur word embedding eksperimen fitur ngram eksperimen fitur unigram bigram trigram gabung tiga eksperimen bobot muncul tidak term frequency tfidf seleksi fitur eksperimen ngram eksperimen word embedding eksperimen tuning parameter average word vector convolutional neural network fitur word embedding algoritma convolutional neural network seleksi fitur information gain kamus sentimen akurasi baik akurasi baik hasil', 'era digital ulas konsumen produk ecommerce sumber information produsen jual konsumen gali information ulas agam butuh analisis dalam tantang utama analis ulas paham sentimen user aspek spesifik kualitas produk layan jual kirim opini butuh analisis sentimen aspek aspect-based sentiment absa ekstraksi aspek relevan ulas klasifikasi sentimen kandung aspek akurat usul terap model indobert gabung aspect extraction aspect sentiment classification asc ulas produk cantik bahasa indonesia indobert unggul paham konteks bahasa indonesia dalam dataset cakup ulas produk kategori sentimen negatif netral positif skor ulas model optimal fine-tuning konfigurasi parameter ukur batch epoch sesuai tingkat akurasi tahap praproses label aspek sentimen latih model evaluasi performa model ekstraksi aspek ulas akurat klasifikasi sentimen tingkat percaya implementasi model akurasi balanced accuracy capai model mampu prediksi akurat aspek produk confidence score jual kirim model proses cepat sampel detik selesai latih detik iterasi model bukti efektif identifikasi aspek sentimen ulas kontribusi analisis sentimen aspek bahasa indonesia dukung kualitas service produk strategi pasar', 'film karya seni gari era jenis film agam jenis film milik gemar gemar milik nilai film suka rating nilai film skala ulas jabar nilai gemar film aspek nilai ulas sampai cerita ambil gambar lakon per efek visual ulas kritik komentar risi sentimen film analisis sentimen gemar film sentimen milik film golong kelompok sentimen positif negatif analisis sentimen klasifikasi na ve bayes fitur lexicon-based klasifikasi hitung muncul kata- milik muat sentimen ulas hitung probabilitas rating kelas sentimen positif negatif akurasi precision recall pilih fitur hapus stopword akurasi precision recall pilih fitur lexicon-based milik']"
60,53,60_berita_koran_portal berita_berita online,"['berita', 'koran', 'portal berita', 'berita online', 'information berita', 'situs berita', 'majalah', 'portal', 'peristiwa', 'isi berita']","['butuh information berita media cetak elektronik koran majalah radio televisi information berita lalu media daring kenal sebut internet kembang teknologi pengaruh butuh information hadir media massa sedia information sedia information berita saji jurnalisme profesional saji berita jurnalisme warga ancang information jurnalisme warga web library analisis lapor fungsi information mengijinkan warga daftar situs web daftar warga unggah berita berita komentar berita kelola tugas seleksi koten berita ubah epos berita situs web bangun codeigneter bahasa pemograman web php mysql basis information jurnalisme warga web mudah masyarakat berita jadi sekitar mudah masyarakat cari berita sesuai butuh bangun penuh butuh masyarakat information', 'ringkas khatulistiwa bagaskara klasifikasi berita media online bobot term frequency elektro negeri malang bimbing aji prasetya wibawa ilham ari elbaith zaeni kunci text mining klasifikasi bobot term frequency berita jadi kemas bentuk information sebar bentuk siar cetak mulut mulut internet internet sebar berita mudah cepat banyak berita tambah internet bulan sebab berita klasifikasi sesuai isi berita atas application klasifikasi sesuai isi berita kembang klasifikasi konten berita text mining text mining mining klasifikasi teks kumpul tekstual cari pola tarik klasifikasi algoritma text mining klasifikasi naive bayes rocchio bobot term frequency sederhana efisien milik tingkat akurasi klasifikasi tahap preprocessing berita text processing tokenizing filtering sesuai sesuai butuh klasifkasi evaluasi uji algoritma confussion matrix akurasi presisi didadat kelas berita ekonomi berita politik berita hukum recall kelas berita ekonomi berita politik berita hukum', 'mudah masyarakat information berita berita televisi berita media online banyak fasilitas dukung masyarakat baca berita sebab baca berita indonesia tingkat temu berita guna efektif buang baca isi berita masalah butuh ringkas isi berita isi berita padat ringkas isi berita maximum marginal relevance ringkas tahap preprocessing bobot tfidf bobot cosine similarity maximum marginal relevance ambil sampel berita tema covid- website sedia berita online kompas com koefisien atur baik precission recall f-measure dibaah f-measure baik stemming hasil stemming ringkas stemming']"
61,52,61_sampah_buang sampah_limbah_bank,"['sampah', 'buang sampah', 'limbah', 'bank', 'buang', 'tutup', 'buka tutup', 'plastik', 'bersih', 'tabung']","['sampah faktor pengaruh cipta lingkung bersih sehat lupa fungsi sampah alas banyak malas buka tutup sampah tutup sampah kotor bau sampah periksa tampung sampah satu sebab kerja efektif efisien habis tenaga biaya masalah kaji bangun kotak sampah otomatis microcontroller nodemcu devkit buka tutup otomatis sensor ultrasonik deteksi ada objek motor servo gerak tutup pesan suara bersih lingkung module dfplayer mini speaker sampah deteksi kapasitas sampah penuh sensor ultrasonik penuh kirim notifikasi tugas application android sampah hasil buka tutup otomatis pesan suara hasil deteksi kapasitas sampah tampil application android information jarak tinggi sampah notifikasi sampah penuh', 'abstrak bersih lingkung giat cipta jadi lingkung bersih nyaman hijau indah sadar bersih lingkung optimal bukti buang sampah sembarang sampah sedia instansi bersih optimal buang sampah sembarang takut kotor sentuh tutup sampah sedia injak buka tutup sampah praktis efisien wujud lingkung bersih inovasi kotak sampah praktis aman manfaat teknologi modern buka tutup kotak sampah otomatis kendali otomatis sensor jarak ultrasonic kontrol atur motor servo buka tutup kotak sampah ancang responden simpul alat alat tangan buka tutup sampah otomatis jarak respo lewat kotak sampah 30cm tutup kotak sampah buka otomatis delay detik kirim notifikasi pesan telegram buzzer alarm kotak sampah penuh', 'indonesia negara sumbang sampah laut besar china sayang indeks perilaku ketidakpedulian lingkung hidup ipklh tingkat ketidakpedulian masyarakat indonesia kelola sampah ipklh dekat tinggi tingkat ketidakpedulian lingkung tingkat peduli edukasi kait terap hidup zero waste application mobile kembang desain interaksi application zero waste user paham konsep aplikasi kembang application zero waste player-centered design prinsip gamifikasi tingkat motivasi fitur application acu taksonomi bloom aplikasi paham keluran prototipe high fidelity penuh usability goals user experience goals effective use efficient use helpful motivating capai usability goals user experience goals kuantitatif metrik success rate effective use usability scale sus efficient use intrinsic motivation inventory imi subskala value usefulness helpful imi subskala interest enjoyment motivating success rate skor sus skor imi subskala value usefulness skor imi subskala interest enjoyment ukur user experience goals usability goals capai prototipe capai']"
62,52,62_emosi_ekspresi_marah_ekspresi wajah,"['emosi', 'ekspresi', 'marah', 'ekspresi wajah', 'kenal emosi', 'klasifikasi emosi', 'wajah', 'asa', 'hyperparameter', 'sedih']","['mampu manusia komunikasi aspek utama interaksi sosial ekspresi wajah peran emosi ekspresi mikro singkat sadar cermin emosi sembunyi sulit kendali sadar deteksi bohong paham kondisi mental individu lemah kenal ekspresi mikro ketidakseimbangan kurang eksplorasi tuning hyperparameter kelola fitur pretrained optimal kembang kenal ekspresi mikro convolutional neural network cnn arsitektur efficientnet-b0 bukti efisien kelola imbang akurasi efisiensi komputasi transfer learning optimasi hyperparameter evaluasi kerja model skenario variasi kelas kelas kelas kelas efek beku lapis transfer learning beku beku beku lapis analis tangan imbang oversampling undersampling gan tingkat akurasi klasifikasi dataset sumber casme database tujuh kategori emosi happiness sadness fear repression surprise disgust model cnn kelas emosi akurasi tinggi uji kerja optimal capai oversampling optimizer adammax learning rate batch size ukur gambar oversampling hasil tingkat akurasi kelas kelas kelas emosi akurasi kontribusi kembang deteksi emosi akurat efisiensi komputasi kenal ekspresi mikro teknologi milik potensi bidang psikologi aman interaksi manusiamesin responsif', 'emosi asa akibat individu merespon rangsang emosi dasar teliti teliti klasifikasi enam senang sedih kejut marah takut bahagia emosi main peran interaksi manusia contoh alat efektif perilaku rehabilitasi medis ekspresi wajah manusia kembang minat konsumen supermarket konsumen belanja butuh layan guna deteksi emosi ekspresi wajah akurat deteksi ekspresi wajah syarat utama layak information ekstraksi ciri local binary pattern cepat akurat sesuai butuh lbp fitur mens support vector machine cocok klasifikasi mens milik akurasi banding klasifikasi local binary pattern ekstraksi ciri support vector machine klasifikasi tahap local binary pattern ekstraksi ciri interpolasi bilinear hasil masuk histogram histogram bagi tahap training tahap svm ukur grid learning rate iterasi maksimal lambda param akurasi local binary pattern support vector machine masalah', 'library mokhammad ferdi ghozali ekspresi emosi wajah manusia interaksi manusia lai emosi interaksi manusia mampu nali emosi robot interaksi manusia mesin nali ekspresi manusia ajar mesin kenal emosi ambil gambar webcam gambar deteksi wajah klasifikasi kelas emosi deteksi wajah algoritma histogram oriented gradient hog support vector machine svm convolutional neural network cnn anal ekspresi emosi wajah cnn facial landmark svm kenal ekspresi emosi wajah gambar lingkung kontrol gambar lingkung bebas rupa kondisi kenal ekspresi emosi wajah latih uji affectnet affectnet dataset besar isi gambar ekspresi wajah lingkung bebas aju fine tune pre-trained model vgg- model dataset imagenet bobot akurasi capai pesat akurasi coba threading jalan']"
63,50,63_middleware_mqtt_iot_broker,"['middleware', 'mqtt', 'iot', 'broker', 'perangkat iot', 'protokol mqtt', 'internet things', 'things', 'publisher', 'publish']","['internet things iot perangkat perangkat dalam hubung tukar information kontrol internet middleware application antara perangkat keras lunak dalam iot middleware tangan interoperabilitas sedia gateway multi-protokol coap mqtt websocket aspek uji middleware integration interoperability scalability real time performance security integration uji middleware sesuai butuh fungsional interoperability tingkat interoperabilitas middleware aspek performansi skalabilitas analisa performansi skalabilitas guna cpu protokol coap mqtt coap mqtt guna memory coap mqtt coap mqtt delay kirim nodemcu middleware coap mqtt detik delay kirim nodemcu middleware packet loss variasi mampu middleware menangangi publish subscibe detik klien gerak iring tambah klien klien tambah concurrent middleware tambah', 'internet things iot konsep komunikasi machine machine machine application sudut pandang miliar sensor actuator benda hari hubung internet protokol internet things protokol message queue telemetry transport mqtt guna hemat sumber daya hemat kirim ukur paket ajar mampu iot moderen tangan ubah perangkat media simpan iot basis media simpan fleksibel basis sifat fleksibel terima perangkat iot evaluasi performansi basis sql nosql mongodb protokol mqtt parameter perfromansi load terap protokol mqtt media transmisi sensor mikrokontroller nodemcu publish subscribe load uji relasi eksekusi mongodb simpan baca sensor protokol mqtt nodemcu konfigurasi mqtt akurasi hasil koneksi eksekusi mongodb simpan basis data detik eksekusi mongodb simpan detik', 'internet things iot pegang peran kembang internet implementasi iot hubung sensor perangkat baca lingkung application agam service internet web service cloud computing iring tingkat agam jenis perangkat hubung timbulah masalah interoperabilitas jenis interoperabilitas syntatic interopeability iot hubung perangkat protokol beda coap mqtt websocket xmpp dsb kaca masalah middleware dukung interoperabilitas sedia gateway multi-protokol coap mqtt websocket middleware arsitektur event-driven terap pola publish subscribe kerja midleware segi segi tingkat sukses delay kirim lingkung sensor suhu lembap coap mqtt publisher application web websocket subscriber segi kirim sensor coap mqtt milik tingkat sukses sisi rata delay kirim sensor coap mqtt detik tingkat packet loss variasi interoperability methodology middleware penuh syarat interoperabilitas']"
64,49,64_jantung_sakit jantung_hipertensi_koroner,"['jantung', 'sakit jantung', 'hipertensi', 'koroner', 'jantung koroner', 'detak', 'detak jantung', 'ekg', 'denyut', 'denyut jantung']","['sakit jantung koroner sebab mati global faktor gaya hidup biasa rokok tekan darah riwayat diabetes pola makan tingkat stress picu kena sakit jantung minim tenaga sehat indonesia mampu beda dokter diagnosis pasien sakit jantung diagnosis sakit otomatis dokter atas lambat tangan pasien klasifikasi particle swarm optimization extreme learning machine diagnosis sakit jantung koroner particle swarm optimization optimasi parameter extreme learning machine hasil akurasi guna pso-elm tingkat akurasi elm diagnosis sakit jantung koroner', 'sakit jantung jenis sakit kardiovaskular sebab mati sakit jantung sakit jantung koroner aritmia gagal jantung katup jantung otot jantung derita sakit jantung koroner mati dadak akibat aritmia gejala derita aritmia adalahjantung debar normal sisi pasien keluh bedar derita aritmia aritmia beda jenis pac pvc takikardia supraventrikular takikardia ventrikel fibrilasi atrium ventrikel fibrilasi bradiaritmia fibrilasi atrium rusa irama jantung sinyal listrik atrium sesuai ventrikel kontraksi fibrilasi atrium picu komplikasi sakit kardiomiopati hipertiroid strok palpitasi gagal jantung cegah deteksi fibrilasi atrium din arduino uno pemroses mikrokontroller sensor ad8232 rekam sinyal ekg lcd layar tampil information diagnosis kondisi normal fibrilasi atrium fitur mean interval qrs median interval qrs mean gradient qrs median gradient qrs klasifikasi kondisi klasifikasi network saraf tiru latih fase latih network saraf tiru bobot bias uji model hasil fase latih sisi bpm uji kehandalan sensor akuisisi sinyal ekg bpm akurasi uji model network saraf tiru akurasi komputasi', 'sakit jantung jenis sakit kardiovaskular sebab mati sakit jantung sakit jantung koroner aritmia gagal jantung katup jantung otot jantung derita sakit jantung koroner mati dadak akibat aritmia gejala derita aritmia jantung debar normal sisi pasien keluh bedar derita aritmia aritmia beda jenis pac pvc takikardia supraventrikular takikardia ventrikel fibrilasi atrium ventrikel fibrilasi bradiaritmia fibrilasi atrium rusa irama jantung sinyal listrik atrium sesuai ventrikel kontraksi fibrilasi atrium picu komplikasi sakit kardiomiopati hipertiroid strok palpitasi gagal jantung cegah deteksi fibrilasi atrium din arduino uno pemroses mikrokontroller sensor ad8232 rekam sinyal ekg lcd layar tampil information diagnosis kondisi normal fibrilasi atrium fitur mean interval qrs median interval qrs mean gradient qrs median gradient qrs klasifikasi kondisi klasifikasi network saraf tiru latih fase latih network saraf tiru bobot bias uji model hasil fase latih sisi bpm uji kehandalan sensor akuisisi sinyal ekg bpm akurasi uji model network saraf tiru akurasi komputasi']"
65,49,65_hujan_curah hujan_curah_banjir,"['hujan', 'curah hujan', 'curah', 'banjir', 'cuaca', 'bmkg', 'svr', 'siaga', 'klimatologi', 'jemur']","['curah hujan milik peran pengaruh aktivitas bangun bagai bidang curah hujan milik intensitas seringkali prediksi intensitas curah hujan pengaruh turun curah hujan sebab kering curah hujan sebab bencana banjir amal runut curah hujan sanagat guna antisipasi bencana akibat turun curah hujan prediksi amal kembang satu support vector regression svr bukti amal regresi amal amal harga saham amal arus lintas amal debit air bendung luka optimasi optimal satu firefly algorithm ffa megoptimasi parameter svr optimasi ffa svm ramal beban kalor panas bukti tingkat error sesuai curah hujan dasarian ke- januari wilayah curah hujan poncokusumo kabupaten malang jawa timur indonesia rentang stasiun klimatologi bmkg karangploso malang svr-ffa rata rmse banding svr milik rata rmse', 'information cuaca masyarakat antisipasi jadi timbul bencana rugi jiwa harta cuaca kondisi rata udara utama iklim wilayah rata cuaca jangka curah hujan unsur pengaruh ubah iklim wilayah curah hujan fenomena rumit sifat non linier curah hujan variabel amal cuaca pengaruh hidup amal curah hujan dukung cuaca iklim wilayah amal objektif komputasi matematika historis runut support vector regression svr machine learning kembang support vector machine svm amal objek sifat non linier tingkat akurasi regresi svr parameter svr parameter particle swarm optimization pso inspirasi tingkah kumpul makhluk hidup optimasi parameter svr strategi parallel pso ppso tingkat cari solusi optimum global evaluasi kerja amal runut curah hujan wilayah poncokusumo svr-ppso acu root mean square error rmse svr-ppso amal runut curah hujan tahun rmse hujan musim rmse hujan rmse', 'curah hujan faktor tentu ubah iklim wilayah curah hujan milik pola curah hujan unsur iklim pengaruh sektor hidup manajemen sumber daya air dukung cuaca iklim suatu wilayah amal curah hujan tentu curah hujan waktu amal ramal runut support vector regression svr bukti amal support vector regression svr machine learning kembang support vector machine svm amal sifat non linier tingkat akurasi regresi svr pilih parameter svr parameter clr kompleksitas epsilon lambda degree gamma kernel optimasi ant colony optimization ant optimasi pilih parameter guna ant error rate kebih tingkat akurasi svr badan meteorologi klimatologi geofisika bmkg curah hujan wilayah poncokusumo evaluasi kerja amal runut curah hujan wilayah poncokusumo svr-ant acu root mean square error rmse svr dioptimasi ant rmse']"
66,48,66_listrik_energi listrik_energi_energy,"['listrik', 'energi listrik', 'energi', 'energy', 'daya listrik', 'panel', 'guna energi', 'pln', 'normalisasi minmax', 'minmax']","['rumah tangga kait guna energi listrik efisien bayar tagih listrik pascabayar timbul bingung kurang information konsumsi daya alat user listrik boros alat konsumsi daya butuh daya user listrik pascabayar kendala kontrol alat elektronik giat rumah sebab lonjak guna listrik masalah atas kontrol guna listrik pantau guna daya listrik rumah tangga kendali jarak teknologi internet things blynk cloud tuju user atur listrik efisien pantau guna daya listrik catat hitung kwh serta estimasi biaya bayar guna listrik proyek hasil monitoring guna daya listrik sensor pzem-004t ukur tegang arus daya frekuensi energi estimasi biaya pakai listrik kontrol jarak dashboard blynk', 'guna biaya energi listrik tahun tingkat dorong masyarakat kontrol guna energi listrik langkah rangka kontrol guna energi listrik monitoring perangkat elektronik monitoring daya listrik pasang terminal listrik ruang sensor arus current transformer sensor yhdc sct- microcontroller nodemcu perangkat listrik hubung terminal listrik pantau guna daya listrik monitoring daya listrik perangkat monitoring kirim protokol komunikasi websocket simpan database server monitoring daya listrik tampil antarmuka web user monitoring daya listrik ruang mudah akurat akurasi ukur arus listrik akurasi tegang listrik akurasi hitung daya listrik capai performa terima monitoring daya listrik butuh rata milidetik web monitoring daya listrik tampil guna daya listrik estimasi biaya guna listrik perangkat monitoring', 'guna energi faktor krusial aktivitas manusia individu masyarakat industri energi dukung tumbuh ekonomi sejahtera sosial maju teknologi tingkat butuh energi ubah lingkung paham dalam pola guna energi energi time series kompleks konsumsi energi jam musim kompleksitas atas deep learning amal time series deep learning normalisasi atas beda rentang atribut normalisasi pengaruh kerja deep learning normalisasi min-max z-score fokus pilih normalisasi model deep learning lstm amal fluktuasi energi lstm konsep gate long-term memory cell optimal tahap adaptasi crisp-dm kaggle com judul ldquo hourly energy demand time series forecast rdquo periode januari desember milik instance atribut model guna skenario attribute selection implementasi normalisasi min-max z-score hyperparameter lstm hyperparameter tuning grid search evaluasi mean absolute percentage error mape root mean square error rmse r-square evaluasi rata coba skenario guna normalisasi min-max lstm performa baik mape rmse baik baik normalisasi z-score lstm performa mape baik capai rmse baik baik evaluasi normalisasi min-max performa optimal amal fluktuasi energi lstm']"
67,47,67_sms_kompresi_pesan_short message,"['sms', 'kompresi', 'pesan', 'short message', 'message service', 'short', 'kirim sms', 'pesan teks', 'service sms', 'selular']","['short message service sms jalur aman tukar information pesan kirim plaintext plaintext cegat jalan milik akses sms short message service center smsc milik operator ambil bahaya user kirim information rahasia sms cryptography aman cryptography ilmu ajar sembunyi huruf tulis bahasa sandi bangun application keman sms algoritma rsa algoritma blowfish chiper cigne dll kunci terjemah isi pesan sandi chipertext pesan baca plaintext algoritma rsa sandi pesan bilang kunci sandi terjemah pesan publik key sandi pesan private key terjemah pesan sandi application aman sms application mobile android terap algoritma rsa penyadian pesan manajemen kunci application bangkit kunci simpan kunci kirim kunci penilitian application aman sms algoritma rsa bebas mobile android jalan mengamanankan sms penyadian algoritma rsa', 'bentuk komunikasi telepon genggam service pesan singkat sms short message service service sms service ponsel provider seluler biaya murah alas utama user ponsel service terkadang kala information service sms sifat rahasia nyata service sms dasar jamin rahasia pesan butuh rahasia pesan jaga rahasia isi pesan cryptography jaga rahasia bangun perangkat lunak enkripsi mendekripsi pesan atas atas manajemen kunci tambah aman nyaman user service sms komunikasi terap cryptography manajemen kunci user service sms aman isi pesan kirim', 'era komputerisasi teknologi perangkat keras mudah komunikasi smartphone perangkat keras komunikasi fitur sms short message service kembang pesat lekat hidup masyarakat fitur sms timbul aman information kirim information rahasia fasilitas sms kirim terima pesan rentan upaya sadap rugi information butuh aman information sifat rahasia encryption pesan sms jaga rahasia encryption kenal algoritma aes advanced encryption standard bukti efisien mudah pesan ukur ukur cipher blok mode cbc cipher block chaining application bahasa pemrograman java ide integrated development environment eclipse algoritma aes application sms manfaat algoritma aes user kirim pesan singkat encryption teks decryption pesan enkripsi tingkat aman information pesan tingkat terap cryptography application sms butuh jaga rahasia pesan implementasi application sms kirim pesan asli sms ubah pesan asli sms kode pesan sms milik tingkat aman hindar sadap rugi']"
68,46,68_darah_ginjal_pmi_gagal ginjal,"['darah', 'ginjal', 'pmi', 'gagal ginjal', 'sel darah', 'sel', 'blood', 'kronis', 'information stok', 'gagal']","['ginjal organ manusia peran atur butuh cair elektrolit gagal ginjal kronis sakit ginjal infeksi ginjal sumbat batu ginjal klasifikasi gagal ginjal kronis tenaga medis maksimal tangan tangan teliti extreme learning machine klasifikasi gaga iginjal kronis extreme learning machine algoritme klasifikasi algoritme network saraf tiru milik learning speed bagus hasil akurasi banding algoritme banding latih uji optimal rasio neuron hidden layer fungsi aktivasi sigmoid bipolar parameter akurasi akurasi extreme learning machine pakai klasifikasi gagal ginjal kronis', 'ginjal organ milik peran atur butuh cair elektrolit fungsi ginjal atur air atur konsentrasi garam darah rusa ginjal potensi sebab fungsi ginjal turun mati sakit ginjal gagal ginjal kronis chronic kidney disease gagal ginjal kronis sulit nali rumus periksa medis bahas terap algoritma fuzzy k-nearest neighbor fk-nn diagnosis sakit gagal ginjal kronis berdasarakan indians chronic kidney disease ckd ambil website uci machine learning repository ambil tingkat akurasi latih beda uji pengaruh latih akurasi latih akurasi hasil baik milik akurasi capai latih', 'darah component selamat hidup darah butuh tangan darurat celaka operasi rencana darah butuh tangan kasus luka bakar kanker darah anemia gagal ginjal tinggi minta darah bareng mada stok darah sedia pmi akibat pasien tangan sebab rendah stok darah sebar darah rata wilayah information stok darah akurat application information stok darah pmi kota yogyakarta application information giat donor darah application notifikasi donor stok darah pmi application riwayat donor darah donor donor donor darah banyak user smartphone jadi application mobile kembang application mudah masyarakat information stok darah sedia pmi application user information giat donor darah lokasi donor darah akurat']"
69,46,69_kopi_kafe_cafe_coffee,"['kopi', 'kafe', 'cafe', 'coffee', 'kedai', 'biji', 'minum', 'takar', 'menu', 'shop']","['kedai kopi warung kopi singkat warkop coffee house tradisional kedai kopi nikmat kopi unjung guna tugas rapat santai diskus minum kopi tingkat konsentrasi fokus praktek mesan minum makan manual unjung hampir layan kasir catat pesan kertas serah dapur salah tulis akibat pesan sesuai tulis baca rusak robek kertas mesan rangkap redudansi timbul akibat layan mesan minum makan baik strategi strategi mudah mesan kait kembang teknologi manfaat perangkat computer andal perangkat serta aplikasi mesan manual tulis atas kertas tenaga manusia ganti application perangkat ajax tangan layan mesan bayar catat pesan terus dapur pesan selesai muncul daftar harga bayar langgan', 'kafe easy convenient coworking space kedai kopi santa bincang kafe lengkap fasilitas santa kafe sedia minum kopi non-kopi teh makan makan ringan makan berat nikmat kasir sedia manajemen uang kafe catat presensi hitung gaji karyawan stok bahan makan minum catat detail catat keluar pasu stok timbul ketidakjelasan simpan information buat information gaji manajemen stok kafe website selesai bulk insert baca import berkas hitung gaji otomatis inputan berkas presensi karyawan sedia fitur riwayat tracking gaji stok olah rincian bangun information backend adonisjs bahasa typescript frontend vue javascript bahasa javascript proyek information gaji manajemen stok kafe mudah catat presensi hitung gaji karyawan catat pantau stok kafe information detail information gaji manajemen stok kafe easy convenient coworking space tahap milik fitur sesuai butuh milik', 'restoran saji warung sedia makan minum stok masak olah konsumsi langgan menu milik ingredients resep takar makan minum sesuai sop standard operating procedure usaha giat coffee shop saji menu kopi milik campur macam kopi cita thx coffee coffee shop jual menu kopi milik resep banding persentase campur jenis kopi menu jual kopi milik jual kopi warung milik catat stok bahan baku ukur akibat sedia stok kopi menu kopi masalah satu stok jenis kopi saji application wagner-within algorithm sedia bahan baku thx coffee shop hemat hasil implementasi wagner-within algorithm sedia bahan baku thx coffee shop akurasi amal beli bahan baku']"
70,46,70_dokumen_query_dokumen relevan_relevance,"['dokumen', 'query', 'dokumen relevan', 'relevance', 'ekstraksi information', 'information retrieval', 'temu information', 'retrieval', 'cari dokumen', 'feedback']","['banyak dokumen upt bpi lipi dokumen kumpul asal elektro laksana praktek lapang dokumen struktur butuh dokumen kaji bahan ajar laksana praktek lapang ajar praktek lapang cari dokumen relevan butuh buka satu dokumen munculah sulit menemubalikan dokumen relevan atas butuh information retrieval mudah cari dokumen relevan information retrieval temu struktur simpan kumpul dokumen sedia information sesuai subyek butuh user algebraic model model information retrieval representasi dokumen query vector generalized vector space model gvsm contoh algebraic model luas vector space model vsm gvsm bagi preprocessing reading text tokenization filtration stemming indexing hitung relevansi kumpul dokumen di-preprocess query user implementasi generalized vector space model gvsm application information retrieval application mudah cari dokumen kandung kunci query masuk user', 'cari dokumen information retrieval terima query kembali dokumen relevan query cari relevansi hitung relevansi query kumpul dokumen cari cari timbang variasi morfologi akibat dokumen variasi query anggap dokumen cari stemming nali variasi morfologi ubah kata imbuh hapus awal akhir dasar stemming indexing kurang ukur index file kurang cari butuh memori dokumen cari tampil sesuai peringkat relevansi dokumen query beri peringkat bobot dokumen dokumen relevansi query bobot cari stemming indexing tingkat kerja cari stemming indexing urut peringkat dokumen cari stemming porter stemmer bahasa indonesia dokumen cari bahasa indonesia indexing inverted index urut dokumen fungsi peringkat okapi bm25 uji coba stemming fungsi peringkat cari sesuai relevansi query guna stemming inverted index hemat guna memori cepat cari signifikan', 'query expansion query information retrieval relevance feedback query term query mudah information retrieval temu information sedia koleksi dokumen operasi teks proses berkas inverted index temu bobot tfidf algoritme cosine similarity wordnet wordnet tambah query baik teks sesuai konsep kalimat synset relasi hiponim dalam query precision query presisi rata probabilitas temu dokumen relevan query expansion precision query presisi rata probabilitas temu dokumen relevan query expansion']"
