Topic,Count,Name,Representation,Representative_Docs
70,52,70_aksara_bal_budaya_adat,"['aksara', 'bal', 'budaya', 'adat', 'aksara jawa', 'tari', 'latin', 'wayang', 'suku', 'lestari']","['aksara bal kembang bahasa kawi aksara bal ubah huruf tradisional masyarakat bal aksara bal aksara pakai upacara agama tulis lengkap upacara kembang era modern sebab aksara bal mati masyarakat bal generasi muda sebab sulit nali bentuk pola suku aksara bal lestari budaya bal aksara bal ajar aksara bal lestari aksara bal manfaat smartphone operasi android kenal aksara bal mengunakan foot bal simbar tunjuk milik mampu kenal aksara bal simbar latin teknologi augmented reality kembang library unity fuvoria deteksi bal simbar huruf latin milik tingkat hasil kenal marker aksara bal tingkat sukses', 'kaya budaya beranekaragam indonesia milik lebih sendiri tulis daerah kenal tulis aksara daerah aksara bal upacara agama tulis lengkap acara tulis bal milik uni segi bentuk kembang era modern butuh media kenal aksara bal masyarakat bal mudah baca lestari budaya bal ajar aksara bal ajar generasi muda ajar aksara bal pelestarianaksara bal teknologi information manfaat smartphone operasi android membanru kenal baca aksara bal font bal galang application augmented reality user baca aksara bal virtual pola tanda marker font bal galang perangkat lunak manfaat fitur-fitur service library unity vuforia deteksi aksara bal huruf latin kembang perangkat lunak milik tingkat hasil nali marker tulis aksara bal font bal galang', 'aksara jawa huruf jawa tulis naskah bahasa jawa madura sunda bal sasak aksara jawa jaya sama jaya raja nusantara aksara jawa muncul abad ke- aksara jawa aksara utama masyarakat sunda jawa madura bal bidang sulaiman era jajah belanda aksara jawa larang penggunaanya abad ke- belanda kenal huruf latin indonesia iring jalan aksara jawapun ganti huruf latin upaya perintah lestari waris budaya contoh guna tanda tulis aksara jawa kraton yogyakarta solo bangun situs hubung kraton nama jalan daerah jawa tulis aksara jawa terampil baca tulis aksara jawa ajar sekolah sekolah dasar sekolah tengah daerah jawa jawa timur aksara jawa aksara jawa beda huruf latin aksara jawa milik bentuk agam paham hafal mudah erti tiap aksara teknologi terjemah aksara jawa huruf latin solusi optical character recognition ocr bidang kenal pola konversi karakter karakter ascii baca singh dkk wang konversi karakter tahap ciri fitur pola tahap tahap ekstraksi fitur dedgaonkar dkk ekstraksi fitur citra karakter satu zoning zoning milik jenis zoning sederhana image centroid zone icz zone centroid zone zcz kenal elima hussain zoning kenal pola karakter amazigh tingkat kenal ekstraksi fitur kombinasi network saraf tiru backpropagation random forest kenal pola karakter latin ekstraksi fitur zoning milik akurasi tinggi kombinasi klasifikasi random forest tahap ekstraksi fitur tahap klasifikasi ciri kait kenal pola aksara jawa analisis kait teliti akurasi tinggi klasifikasi network saraf tiru backpropagation jabar teliti putus ekstraksi fitur zoning klasifikasi network saraf tiru backpropagation nali aksara jawa']"
71,50,71_sampah_buang sampah_limbah_bank,"['sampah', 'buang sampah', 'limbah', 'bank', 'buang', 'buka tutup', 'tutup', 'plastik', 'bersih', 'proximity']","['application terap zero waste user application kurang motivasi user upaya tingkat user application zero waste ancang interaksi application terap gamifikasi gamifikasi fokus elemen sifat kooperatif terap zero waste libat kolaborasi capai kurang limbah rupa pola desain gamifikasi kooperatif butuh user edar kuesioner wawancara application metodologi desain user user-centered design ucd hasil prototipe antarmuka application perangkat mobile fitur utama application jadwal giat bentuk kelompok teman kumpul poin capai harga usability goals application effectiveness utility user experience goals application helpful motivating prototipe elemen gamifikasi kooperatif tingkat motivasi user application pilih kelompok pilih peran kelompok misi kelompok poin kumulatif capai usability goals user experience goals success rate effectiveness single ease question seq usability scale sus utility intrinsic motivation inventory imi subskala value usefulness helpful imi subskala interest enjoyment motivating success rate rata seq rata sus ratarata imi subskala value usefulness rata imi subskala interest enjoyment elemen gamifikasi kooperatif application', 'abstrak bersih lingkung giat cipta jadi lingkung bersih nyaman hijau indah sadar bersih lingkung optimal bukti buang sampah sembarang sampah sedia instansi bersih optimal buang sampah sembarang takut kotor sentuh tutup sampah sedia injak buka tutup sampah praktis efisien wujud lingkung bersih inovasi kotak sampah praktis aman manfaat teknologi modern buka tutup kotak sampah otomatis kendali otomatis sensor jarak ultrasonic kontrol atur motor servo buka tutup kotak sampah ancang responden simpul alat alat tangan buka tutup sampah otomatis jarak respo lewat kotak sampah 30cm tutup kotak sampah buka otomatis delay detik kirim notifikasi pesan telegram buzzer alarm kotak sampah penuh', 'indonesia negara sumbang sampah laut besar china sayang indeks perilaku ketidakpedulian lingkung hidup ipklh tingkat ketidakpedulian masyarakat indonesia kelola sampah ipklh dekat tinggi tingkat ketidakpedulian lingkung tingkat peduli edukasi kait terap hidup zero waste application mobile kembang desain interaksi application zero waste user paham konsep aplikasi kembang application zero waste player-centered design prinsip gamifikasi tingkat motivasi fitur application acu taksonomi bloom aplikasi paham keluran prototipe high fidelity penuh usability goals user experience goals effective use efficient use helpful motivating capai usability goals user experience goals kuantitatif metrik success rate effective use usability scale sus efficient use intrinsic motivation inventory imi subskala value usefulness helpful imi subskala interest enjoyment motivating success rate skor sus skor imi subskala value usefulness skor imi subskala interest enjoyment ukur user experience goals usability goals capai prototipe capai']"
72,49,72_aset_anggar_ada barang_koperasi,"['aset', 'anggar', 'ada barang', 'koperasi', 'gaji', 'odoo', 'information manajemen', 'madam', 'distribusi barang', 'business intelligence']","['kantor lengkap unikom manual laksana kerja manual sulit kantor lengkap laksana ada barang aju barang salah isi sulit buat rekap aju berita acara serah kantor lengkap milik pokok layan aju barang ada barang butuh atas masalah atas information ada barang web kantor lengkap ada barang mudah information ada barang web staff lengkap ada barang interaksi vendor sedia barang tatap muka ada barang konvensional information ada barang tangan aju barang mohon aju kirim surat lengkap jalan php pemograman web mysql databasenya bangun waterfall model entity relational diagram erd flow diagram dfd model information ada barang web ada barang pilih vendor tawar baik mudah aju barang mudah cari cepat struktur salah isi aju staff lengkap atas aju isi mohon information ada barang buat lapor berita acara serah mudah struktur mudah kelola', 'organisasi milik aset jalan giat operasional kecuali teknologi information ilmu ptiik brawijaya brawijaya guru negeri sumber dana anggar dapat belanja daerah apbd anggar perlu operasional satu kelola aset sarana prasarana kelola aset pelihara aset jaga aset manfaat aset rusak kece rutin lapor rusa ptiik pelihara aset manual komputerisasi sebab rentan hilang kelompok information pelihara aset tekan kece lapor rusa aset simpan kembang relational unified process rup rup iterasi mudah modifikasi butuh rup fase kembang fase inception elaboration construction transition analisis model fase fase inception face elaboration rencana arsitektur biaya jadwal fase inception isi business modeling workflow isi definisi alur bisnis requirement workflow butuh user fase elaboration isi design workflow isi analisis tahap desain model akhir fase kece milestones fase hasil', 'madam bakar instansi kait kendali cegah madam bakar lepas keberdaan manajemen aset milik information alat bantu manajemen aset manajemen aset nama barang kondisi barang lokasi barang manajemen aset microsoft office word microsoft office excel sebab kerja manajemen aset efektif butuh information mudah kerja ancang information prototype information manajemen aset madam bakar aset tugas aset catat aset pinjam pegawai pegawai seringkali lalai kembali aset pinjam aset butuh tempat masalah timbul information manajemen aset penuh butuh uptb madam bakar information kelola manajemen aset efektif efesien information manajemen aset basis web application web milik untung contoh application web instalansi update simpan kerja admin usaha application web beda beda usability user tuju layak kelola manajemen aset madam bakar uji fungsionalitas non-fungsional valid layak kompatibilitas browser jalan chrome browser firefox browser tunjuk application hasil implementasi information bisnis madam bakar application terima user user lingkung madam bakar kota blitar']"
73,47,73_kredit_nasabah_pinjam_putus beri,"['kredit', 'nasabah', 'pinjam', 'putus beri', 'bank', 'mohon', 'koperasi', 'finance', 'layak', 'bangkrut']","['usaha finance tingkat produktifitas tingkat utama usaha laba banyak usaha finance jaga eksistensi dunia usaha perban beri kredit usaha finance information bijak mohon layak pinjam praktik usaha finance kredit macet kendara motor lengah hitung mampu mohon kredit objektif nilai layak kredit aju mohon kredit bahan timbang finance putus terima tolak mohon kredit mohon kredit terap tunjang putus beri kredit saw simple additive weight rekomendasi multi criteria decision making mcdm jumlah bobot rating kerja alternative atribut aju kredit hitung aju terima tolak akurasi perbandiangan pratama finance dukung putus beri kredit saw tingkat akurasi total uji terima banding banding layak mohon saw lunas mohon milik pratama finance ketidakcocokan layak mohon kredit mampu lunas dapat banding layak pratama finance', 'kpri wiyata sejahtera koperasi pegawai republik indonesia layan beri kredit anggota ambil putus aju kredit manual teliti tinjau menganalisa urut aju kredit rekomendasi terima kredit dukung putus beri kredit entropi technique order preference similarity ideal solution topsis rekomendasi anggota aju kredit layak terima kriteria kriteria usia gaji biaya bulan simpan pinjam angsur mampu gaji langkah literatur analisis ancang implementasi simpul dukung putus rekomendasi aju kredit perankingan status terima tolak threshold analisis tingkat cocok output threshold fungsional sesuai uji sensitivitas kriteria kriteria sensitif usia kriteria sensitif ubah bobot kriteria', 'bank lembaga uang aktivitas satu layan giat kredit pensiun giat kredit bank milik prosedur aju kredit laksana kredit sesuai rencana ambil putus beri kredit cepat cermat mayoritas nasabah pensiun milik usia cepat bank tekan resiko beri kredit sesuai atur laku resiko tagih kredit selesai masa technique order preference similarity ideal solution topsis simple additive weighting saw beri kredit pensiun calon nasabah topsis tentu besar plafond calon nasabah saw tentu besar angsur bayar bulan kriteria pengaruh beri kredit usia gaji jangka tenor kriteria akurasi baik akurasi pengaruh bobot kriteria imbang']"
74,47,74_curah hujan_hujan_curah_banjir,"['curah hujan', 'hujan', 'curah', 'banjir', 'bmkg', 'cuaca', 'siaga', 'svr', 'iklim', 'amal']","['curah hujan milik peran pengaruh aktivitas bangun bagai bidang curah hujan milik intensitas seringkali prediksi intensitas curah hujan pengaruh turun curah hujan sebab kering curah hujan sebab bencana banjir amal runut curah hujan sanagat guna antisipasi bencana akibat turun curah hujan prediksi amal kembang satu support vector regression svr bukti amal regresi amal amal harga saham amal arus lintas amal debit air bendung luka optimasi optimal satu firefly algorithm ffa megoptimasi parameter svr optimasi ffa svm ramal beban kalor panas bukti tingkat error sesuai curah hujan dasarian ke- januari wilayah curah hujan poncokusumo kabupaten malang jawa timur indonesia rentang stasiun klimatologi bmkg karangploso malang svr-ffa rata rmse banding svr milik rata rmse', 'information cuaca masyarakat antisipasi jadi timbul bencana rugi jiwa harta cuaca kondisi rata udara utama iklim wilayah rata cuaca jangka curah hujan unsur pengaruh ubah iklim wilayah curah hujan fenomena rumit sifat non linier curah hujan variabel amal cuaca pengaruh hidup amal curah hujan dukung cuaca iklim wilayah amal objektif komputasi matematika historis runut support vector regression svr machine learning kembang support vector machine svm amal objek sifat non linier tingkat akurasi regresi svr parameter svr parameter particle swarm optimization pso inspirasi tingkah kumpul makhluk hidup optimasi parameter svr strategi parallel pso ppso tingkat cari solusi optimum global evaluasi kerja amal runut curah hujan wilayah poncokusumo svr-ppso acu root mean square error rmse svr-ppso amal runut curah hujan tahun rmse hujan musim rmse hujan rmse', 'curah hujan faktor tentu ubah iklim wilayah curah hujan milik pola curah hujan unsur iklim pengaruh sektor hidup manajemen sumber daya air dukung cuaca iklim suatu wilayah amal curah hujan tentu curah hujan waktu amal ramal runut support vector regression svr bukti amal support vector regression svr machine learning kembang support vector machine svm amal sifat non linier tingkat akurasi regresi svr pilih parameter svr parameter clr kompleksitas epsilon lambda degree gamma kernel optimasi ant colony optimization ant optimasi pilih parameter guna ant error rate kebih tingkat akurasi svr badan meteorologi klimatologi geofisika bmkg curah hujan wilayah poncokusumo evaluasi kerja amal runut curah hujan wilayah poncokusumo svr-ant acu root mean square error rmse svr dioptimasi ant rmse']"
75,47,75_milu_voting_mungut_legislatif,"['milu', 'voting', 'mungut', 'legislatif', 'tps', 'presiden', 'suara', 'count', 'quick', 'kepala desa']","['pilih milu indonesia bentuk terap demokrasi libat partisipasi aktif warga negara pilih adil bebas daya rakyat ambil putus politik sosial demokrasi jamin suara dengar dialog buka bebas ekspres jelang milu peran media cetak elektronik information opini masyarakat potensi pengaruh pandang partai politik calon pimpin analisis sentimen evaluasi dapat publik topik kuantitatif statistik kualitatif interpretasi guna algoritme analisis sentimen topik akurasi timbang efisiensi model bahas crawling portal berita online model klasifikasi sentimen isi berita banding algoritme klasifikasi topik dominan isi berita model topik latent dirichlet allocation lda latent semantic lsa implementasi model sentimen model topik masalah angkat milik selesai metodologi crawling di-filter kata kait milu proses tahap pre-processing proses klasifikasi label manual otomatis isi berita ikut klasifikasi banding algoritme model topik isi berita topik lda lsa visualisasi implementasi klasifikasi model topik streamlit crawling berita indonesia ambil berita hari tanggal lanjut ambil url simpan database berita nasional hari model sentimen klasifikasi kombinasi tfidf bag words bow algoritme baik jatuh support vector machine svm akurasi tinggi skor akurasi pengaruh kualitas dataset model topik lda milik coherence score topik utama gibran prabowo ganjar debat anies lsa milik coherence score topik utama cakup gibran prabowo ganjar cawapres presiden implementasi model sentimen model topik deploy streamlit menu beranda dataset model klasifikasi terap model sentimen model model topik tampil lda lsa akses url ta10530 streamlit app', 'mungut suara voting indonesia pilih milu legislatif pimpin eksekutif mungut suara manual kertas suara milik kurang selisih milu sebab faktor salah tanda kertas suara sah kartu suara hitung suara lambat mengatasai masalah solusi selenggara milu online e-voting e-voting milik percaya masyarakat jamin akurasi e-voting e-voting integritas butuh kirim voting mungut suara pusat mungut suara terima voting validasi kirim asli ancang tahap ancang application ancang hash digital signing implementasi bahasa pemrograman php code igniter hash secure hash algorithm- digital signature pasang kunci rsa blackbox-testing strategi validasi verifikasi hash digital signing e-voting jalan verifikasi voting ubah kirim', 'negara timor-leste negara anut paham demokrasi selenggara pilih milu pilih angggota legislatif pilih presiden wakil presiden selenggara langsung milu tetap pilih kepala daerah gubernur wakil gubernur bupati wakil bupati milu iring selenggara milu pilih kepala daerah anggota legislatif pilih presiden masalah selenggara milu kerap masalah milu aneka ragam bawa ranah hukum selisih pilih banyak selisih milu sebab faktor salah register pilih salah coblos kerta suara suara jalan lambat jual beli surat suara penting milu timor leste manual media kertas suara warga hak pilih mungut suara pilih selisih milu sebab faktor bahas terap e-voting jalan pilar utama demokrasi pilih harap masyarakat pilih mekanisme milu asas bebas jujur adil implementasi pilih kepala daerah manajemen pilih calon pilkada partai politik periode milu periode pilih calon pilih vote singkat lokasi tps hitung suara cepat milu pilih hitung suara hitung manual']"
76,47,76_listrik_energi listrik_energi_daya listrik,"['listrik', 'energi listrik', 'energi', 'daya listrik', 'energy', 'panel', 'guna energi', 'normalisasi minmax', 'minmax', 'zscore']","['guna biaya energi listrik tahun tingkat dorong masyarakat kontrol guna energi listrik langkah rangka kontrol guna energi listrik monitoring perangkat elektronik monitoring daya listrik pasang terminal listrik ruang sensor arus current transformer sensor yhdc sct- microcontroller nodemcu perangkat listrik hubung terminal listrik pantau guna daya listrik monitoring daya listrik perangkat monitoring kirim protokol komunikasi websocket simpan database server monitoring daya listrik tampil antarmuka web user monitoring daya listrik ruang mudah akurat akurasi ukur arus listrik akurasi tegang listrik akurasi hitung daya listrik capai performa terima monitoring daya listrik butuh rata milidetik web monitoring daya listrik tampil guna daya listrik estimasi biaya guna listrik perangkat monitoring', 'rumah tangga kait guna energi listrik efisien bayar tagih listrik pascabayar timbul bingung kurang information konsumsi daya alat user listrik boros alat konsumsi daya butuh daya user listrik pascabayar kendala kontrol alat elektronik giat rumah sebab lonjak guna listrik masalah atas kontrol guna listrik pantau guna daya listrik rumah tangga kendali jarak teknologi internet things blynk cloud tuju user atur listrik efisien pantau guna daya listrik catat hitung kwh serta estimasi biaya bayar guna listrik proyek hasil monitoring guna daya listrik sensor pzem-004t ukur tegang arus daya frekuensi energi estimasi biaya pakai listrik kontrol jarak dashboard blynk', 'guna energi faktor krusial aktivitas manusia individu masyarakat industri energi dukung tumbuh ekonomi sejahtera sosial maju teknologi tingkat butuh energi ubah lingkung paham dalam pola guna energi energi time series kompleks konsumsi energi jam musim kompleksitas atas deep learning amal time series deep learning normalisasi atas beda rentang atribut normalisasi pengaruh kerja deep learning normalisasi min-max z-score fokus pilih normalisasi model deep learning lstm amal fluktuasi energi lstm konsep gate long-term memory cell optimal tahap adaptasi crisp-dm kaggle com judul ldquo hourly energy demand time series forecast rdquo periode januari desember milik instance atribut model guna skenario attribute selection implementasi normalisasi min-max z-score hyperparameter lstm hyperparameter tuning grid search evaluasi mean absolute percentage error mape root mean square error rmse r-square evaluasi rata coba skenario guna normalisasi min-max lstm performa baik mape rmse baik baik normalisasi z-score lstm performa mape baik capai rmse baik baik evaluasi normalisasi min-max performa optimal amal fluktuasi energi lstm']"
77,47,77_terima siswa_calon siswa_register_presensi,"['terima siswa', 'calon siswa', 'register', 'presensi', 'sma', 'sma negeri', 'terima serta', 'raport', 'formulir', 'sekolah']","['giat terima siswa giat rutin sekolah ajar negeri malu register siswa laku konversional tua wali siswa sekolah daftar anak isi formulir lengkap perlu manual salah rumus penilitian terima calon siswa web negeri malu wawancara library information terima siswa prototype bangun bahasa pemograman php pear hypertext processor html css manfaat database mysql database servernya harap calon siswa panitia terima siswa register siswa sekolah negeri malu web efisiensi segi biaya tenaga efektif capai harap sekolah calon serta siswa', 'sma negeri surabaya sekolah daerah mem benowo jawa timur sekolah jadwal beri siswa nilai ulang umum sekolah presensi manual microsoft excel olah akademik masalah sekolah sma negeri surabaya buat jadwal atur sesuai kelas beri siswa kelas kontrol guru halang hadir sekolah akibat siswa tinggal materi nilai ulang manual microsoft excel nilai ulang siswa umum sekolah kertas memberitahukan pemberitahuan baru sekolah presensi guru siswa kertas tanda tangan sesuai masalah buat information akademik sekolah sma negeri surabaya uji coba wakil kepala sekolah admin guru siswa sma negeri surabaya uji coba admin wakil kepala sekolah bidang kurikulum guru siswa bantu mudah sekolah kelola akademik information akademik sekolah sma negeri surabaya jalan sesuai harap sekolah jadwal beri siswa nilai ulang umum sekolah presensi', 'terima siswa psb bentuk giat pengelolahan didik tingkat sekolah tengah sma negeri tidore pulau lembaga didik kota tidore pulau minat butuh application online tangan terima siswa proses cepat panitia tangan terima calon siswa sma negeri tikep sifat manual tangan register calon siswa sifat realtime application web laravel php konsep model view controller mvc mysql database simpan application psb mudah calon siswa sekolah terima siswa online application akses user desktop mobile tampil sesuai ukur layar website responsif kurang guna kertas formulir register form online hindar hilang formulir application mudah terima siswa psb sma negeri tidore pulau selenggara daftar calon siswa']"
78,46,78_gereja_umat_ibadah_katolik,"['gereja', 'umat', 'ibadah', 'katolik', 'kristen', 'urus', 'mudah urus', 'komunitas', 'magelang', 'jadwal']","['gereja antonius kota gereja katolik kota yogyakarta banyak tumbuh umat katolik sebab kurang kapasitas gereja umat saksi ibadah tim paguyuban televisi monitor patemon pegang peran jam ibadah minggu siar rekam ibadah televisi monitor jadwal ganti tugas jadwal manual sebab salah komunikasi tugas butuh application jadwal otomatis efektif efisien ganti gantung teknologi application jadwal web web scheduling jadwal otomatis kurang salah pilih jadwal kurang salah komunikasi bahasa pemrograman php bantu codeigniter database management mysql application jadwal koordinator tim patemon jadwal tugas tugas ibadah jadwal tugas minggu', 'gereja sarana umat kristiani sembah ibadah tuhan maha esa gkj wonogiri utara ibadah umat kritiani gereja kristen jawa gkj wonogiri utara milik tradisi berita giat gerejawi warta jemaat baca ibadah minggu sedia salin gereja ambil jemaat ruang ibadah pandemi covid- sebab majelis cari alternatif sampai warta jemaat jemaat ikut ibadah rumah urus perihal warta jemaat majelis serta komisi admin gereja milik tanggung kelola information gereja manual portal utama sebar information jemaat information giat gereja giat gereja kelola information gereja web laravel vue javascript website information administrasi user tuju website jemaat information tuju website giat gereja kelola information gereja bukti penuh butuh user', 'gereja santo antonius yogyakarta gereja katolik hadir taung umat katolik yogyakarta daerah kotabaru misi gereja layan kualitas layan baik contoh terap jadwal tugas register sakramen surat terang doa umat tambah tugas umat gereja fungsi jadwal kelola register sakramen surat terang doa umat sulit selesai bangun information gereja santo antonius padua kotabaru yogyakarta website laravel backend vue javascript tampil user register umat kelola umat register sakramen surat terang doa umat jadwal tugas lengkap fitur reminder otomatis media sosial whatsap information gereja santo antonius padua kotabaru yogyakarta hasil mudah urus umat gereja wujud misi gereja tingkat kualitas layan information gereja santo antonius padua kotabaru yogyakarta nilai mudah user user puas hadir information']"
79,46,79_diabetes_sakit diabetes_derita diabetes_derita,"['diabetes', 'sakit diabetes', 'derita diabetes', 'derita', 'gula', 'komplikasi', 'buluh', 'buluh darah', 'darah', 'kronis']","['sample registration survei diabetes sakit bunuh nomor indonesia timbul komplikasi sebab sakit diabetes menjadipenyebab mati tinggi negara indonesia depkes prof sidartawan resiko diabaets tingkat tahun anjur periksa gula darah tahun mahal bayar ahli konsultan makan derita sakit diabetes sulit atur pola makan harga jasa ahli konstultan makan capai juta temu faktor faktor wawancara laku lulus lulus ahli gizi kurang pasien motivasi prototipe application mobile manfaat harris benedict ahli gizi pasien prototipe application mobile android kalori application manfaat harris benedict tentu butuh kalori derita diabetes hasil application pasien derita sakit diabetes temu ahli gizi ahli gizi pasien pasein konsultasi menu makan', 'indonesia tempat urut ke- besar derita diabetes melitus dunia juta duduk indonesia idap diabetes diagnosis akibat masyarakat milik pola makan keluarga derita diabetes melitus keluarga anggota derita sakit diabetes melitus keluarga faktor tingkat risiko derita diabetes melitus enam lipat gaya hidup sehat faktor sebab diabetes melitus diabetes sakit cegah konsumsi bahan pangan makan hari keluarga algoritme genetika milik kehandalan output optimal manfaat komposisi makan hari representasi kromosom integer crossover extended intermediate mutasi reciprocal exchange seleksi elitism selection solusi baik parameter generasi generasi ukur populasi individu crossover rate mutation rate analisis global kandung kalori komposisi makan keluar penuh standar toleransi pakar ratarata hemat biaya', 'sakit diabetes melitus sebab turun kualitas sehat global information institude health metrics diabetes sebab mati tinggi indonesia capai mati duduk tinggi tingkat mati sebab kurang sadar masyarakat faktor picu tingkat resiko kena sakit diabetes turun besar derita diabetes deteksi mendiagnosa sakit diabetes catat periksa medis pasien deteksi mining prediksi pasien derita sakit diabetes melitus manfaat prediksi mining tahap prediksi mendiagnosa sakit diabetes bagi tahap library dataset pre-processing processing evaluasi dataset publik ldquo diabetes prediction dataset rdquo cakup fitur fitur usia jenis kelamin indeks massa tubuh hipertensi sakit jantung riwayat rokok hba1c glukosa darah tahap pre-processing libat cakup nyaring konversi atribut pilih kelas manfaat operator filter example numerical polynomial set role model prediksi mendiagnosa periksa pasien random forest decision tree evaluasi prediksi metrik accuracy precision recall algoritma random forest accuracy precision recall komputasi 16s algoritma decision tree accuracy precision recall komputasi algoritma decision tree efektif beda accuracy precision recall hasil algoritma milik beda signifikan algoritma decision tree milik unggul guna komputasi efektif']"
80,46,80_emosi_marah_klasifikasi emosi_kenal emosi,"['emosi', 'marah', 'klasifikasi emosi', 'kenal emosi', 'sentiment', 'sedih', 'track', 'hyperparameter', 'asa', 'wanita']","['emosi ekspresi keadaaan kait asa pengaruh faktor internal eksternal mengekpresikan emosi satu tulis tulis kandung emosi sulit tafsir baca pengaruh sudut pandang beda baca mudah baca emosi tulis klasifikasi klasifikasi emosi teks k-nearest neighbor pilih dasar milik kerja akurasi tahap preprocessing bobot idf klasifikasi akurasi pengaruh lemah satu bobot bobot widf milik kerja kembang idf implementasi lirik lagu bahasa indonesia klasifikasi emosi k-nearest neighbor bobot widf kategori senang takut marah sedih salah akurasi relevansi kategori emosi precision recall rata baik kategori -takut- precision kategori -marah- recall', 'interaksi manusia emosi aspek milik peran pengaruh information kembang bentuk interaksi manusi libat aspek emosi kenal emosi bahasa indonesia nali emosi segmen ucap natur kenal emosi ucap cakap ucap rurut kandung konteks eksperimen bangun kenal emosi cakap bahasa indonesia bangun kenal emosi cakap korpus emosi sesuai model korpus sedia korpus emosi akuisisi rekam tayang podcast korpus emosi cakap ucap milik label kelas emosi senang sedih marah jijik takut kejut kenal emosi cakap bahasa indonesia eksperimen libat algoritma recurrent neural network rnn tangkap information ucap sifat sekuensial ajar kenal emosi cakap kelompok fitur akustik prosodi fitur leksikal eksperimen cari fitur model baik model performa model kenal emosi model kenal emosi gabung tahap level fitur fitur akustik prosodi leksikal uji milik performa baik f-measure kelas emosi kelas emosi model gabung tahap level putus f-measure kelas emosi kelas emosi eksperimen model gabung level fitur model gabung level putus model akustik model akustik tahap model leksikal model leksikal tahap kelas emosi', 'analisis suara main peran identifikasi emosi manusia integral komunikasi efektif wawancara ahli bidang kenal emosi akurat application bidang psikologi bisnis service sesuai hybrid convolutional neural network hcnn kembang model klasifikasi emosi suara nali delapan emosi netral tenang bahagia sedih marah takut jijik kejut dataset ryerson audio-visual database emotional speech song ravdess fitur-fitur mel-frequency cepstral coefficients mfcc zero crossing rate zcr root mean square rms ekstraksi suara tingkat kerja model augmentasi optimisasi hyperparameter model hcnn performa suara variasi ukur akurasi presisi recall skor memvalidasi efektivitas klasifikasi emosi model hcnn capai akurasi validasi lampau tawar kontribusi signifikan kenal emosi bidang psikologi bisnis']"
81,46,81_banking_mobile banking_zakat_perban,"['banking', 'mobile banking', 'zakat', 'perban', 'layout', 'usability', 'usability goal', 'easy learn', 'efficiency', 'seq']","['group buying aktivitas belanja grup harga barang murah indonesia jual application jalan group buy beli application beli produk group buy akibat alam user beli kurang pindah application desain interaksi tunjang group buy beli pindah application ancang desain interaksi user-centered design butuh masalah user sebar kuesioner grup whatsapp facebook server discord milik jual group buy desain interaksi prototipe low-fidelity high-fidelity application statis web analisis kuesioner usability goals tetap application efficient use effective use easy learn easy remember use user-experience goals tetap application enjoyable helpful motivating cognitive walkthrough low-fidelity usability high-fidelity nilai usability durasi kerja single ease question seq usability scale sus basic psychological need satisfaction technology use bpn-tu technology acceptance model tam nilai group buy narasumber iterasi usability goals user-experience goals tetap hasil penuh rata durasi kerja detik rata seq sus bpn-tu tam cenderung banding narasumber banding user capai cepat', 'atika firdaus -mobile banking hadir bank indonesia solusi tingkat user bank indonesia tantang implementasi konsep mobile banking satu interaksi kompleks bingung atas ancang interaksi fokus bni mobile banking analisis rancang interaksi milik usability easy learn efficient safe use user experience helpful activity-centered design acd ancang interaksi struktur aktivitas perban cocok acd acd tahap desain requirement design implementation langkah praktis empat tahap kombinasi utama activity oriented design aodm tahap requirement elements user experience tahap requirement design implementation prototype guna high-fidelity prototype kakas android studio usability goal user experience goal capai prototipe capai usability goal easy learn safe use muncul user experience helpful user kuesioner prototipe capai usability goal efficient efisiensi goals detik banding efisiensi bni mobile banking goals detik masalah interaksi bingung mobile banking atas capa usability goal easy learn masalah interaksi kompleks atas capa usability goal efficient', 'application m-paspor indonesia application mobile register aju mohon paspor rilis direktorat jenderal imigrasi kemenkumham application rating app store play store ulas user application mudah layan imigrasi nyata timbul sulit ketidakpuasan masyarakat milik alur register efisien efektif kuota antri habis lain baik kembang desain interaksi application m-paspor rancang application m-paspor indonesia desain interaksi user mohon buat paspor mudah user-centered design suai prinsip citizen-centric egovernment ancang desain interaksi terap prinsip desain application mobile egovernment butuh user identifikasi sebar kuesioner wawancara user application m-paspor user awam implementasi desain prototipe high-fidelity kakas react native evaluasi single ease question seq usability scale sus tambah kait usability goals user experience goals evaluasi rata seq efektivitas rata- sus kategori excellent tambah user tuju application register mohon paspor milik alur efisien efektif tampil information mudah erti desain interaksi penuh usability goals efficient use effective use easy learn good utility user experience goals helpful']"
